Model,Manufacturer,Architecture,Foundry,ReleaseDate,TransistorCount_B,TDP_W,ProcessSize_nm,DieSize_mm2,TFLOPS,MemoryBandwidth_GBs,BaseClock_MHz,BoostClock_MHz,TransistorDensity_M_mm2,MemorySize_GB,MemoryType,ShadingUnits
GT216,NVIDIA,Tesla 2.0,TSMC,2009-06-15,0.486,23,40,100.0,0.1056,25.28,500.0,500.0,4.9,1.0,GDDR3,48
GT215,NVIDIA,Tesla 2.0,TSMC,2009-11-17,0.727,69,40,144.0,0.25730000000000003,54.4,550.0,550.0,5.0,1.0,GDDR5,96
GT216,NVIDIA,Tesla 2.0,TSMC,2009-06-15,0.486,23,40,100.0,0.1162,25.28,550.0,550.0,4.9,1.0,GDDR3,48
GT216,NVIDIA,Tesla 2.0,TSMC,2010-03-03,0.486,23,40,100.0,0.0528,25.28,500.0,500.0,4.9,1.0,DDR3,24
G92,NVIDIA,Tesla,TSMC,2009-03-10,0.754,141,65,324.0,0.47,64.0,738.0,738.0,2.3,1.0,GDDR3,128
G94,NVIDIA,Tesla,TSMC,2009-03-03,0.505,45,65,240.0,0.128,51.2,400.0,400.0,2.1,1.0,GDDR3,64
G94,NVIDIA,Tesla,TSMC,2009-03-03,0.505,60,65,240.0,0.192,51.2,600.0,600.0,2.1,1.0,GDDR3,64
G92B,NVIDIA,Tesla,TSMC,2009-07-01,0.754,120,55,260.0,0.3629,70.4,675.0,675.0,2.9,1.0,GDDR3,112
G92B,NVIDIA,Tesla,TSMC,2009-03-04,0.754,150,55,260.0,0.4147,64.51,675.0,675.0,2.9,1.0,GDDR3,128
GT215,NVIDIA,Tesla 2.0,TSMC,2009-06-15,0.727,28,40,144.0,0.2074,50.56,450.0,450.0,5.0,1.0,GDDR5,96
GT215,NVIDIA,Tesla 2.0,TSMC,2009-06-15,0.727,38,40,144.0,0.25730000000000003,54.4,550.0,550.0,5.0,0.5,GDDR5,96
GT200,NVIDIA,Tesla 2.0,TSMC,2009-12-08,1.4,150,65,576.0,0.4147,112.9,518.0,518.0,2.4,1.75,GDDR3,192
G92,NVIDIA,Tesla,TSMC,2009-03-03,0.754,65,65,324.0,0.308,60.8,550.0,550.0,2.3,1.0,GDDR3,112
GT200B,NVIDIA,Tesla 2.0,TSMC,2009-01-15,1.4,219,55,470.0,0.6738999999999999,127.0,633.0,633.0,3.0,0.896,GDDR3,240
G92B,NVIDIA,Tesla,TSMC,2009-03-03,0.754,75,55,260.0,0.3745,60.8,585.0,585.0,2.9,1.0,GDDR3,128
GT200B,NVIDIA,Tesla 2.0,TSMC,2009-01-15,1.4,204,55,470.0,0.7085,159.0,648.0,648.0,3.0,1.0,GDDR3,240
GT200B,NVIDIA,Tesla 2.0,TSMC,2009-06-17,1.4,315,55,470.0,0.7085,147.5,648.0,648.0,3.0,2.0,GDDR3,240
GT200B,NVIDIA,Tesla 2.0,TSMC,2009-01-08,1.4,289,55,470.0,0.5962000000000001,111.9,576.0,576.0,3.0,0.896,GDDR3,240
GT200B,NVIDIA,Tesla 2.0,TSMC,2009-06-16,1.4,289,55,470.0,0.5962000000000001,112.9,576.0,576.0,3.0,0.896,GDDR3,240
G94,NVIDIA,Tesla,TSMC,2009-03-30,0.505,59,65,240.0,0.176,38.4,550.0,550.0,2.1,0.75,GDDR3,64
GT215,NVIDIA,Tesla 2.0,TSMC,2009-06-15,0.727,45,40,144.0,0.162,25.28,560.0,560.0,5.0,1.0,GDDR3,72
G92B,NVIDIA,Tesla,TSMC,2009-12-01,0.754,75,55,260.0,0.288,64.0,600.0,600.0,2.9,1.0,GDDR3,96
G96,NVIDIA,Tesla,UMC,2009-03-30,0.314,34,65,144.0,0.0352,22.4,450.0,450.0,2.2,0.25,GDDR3,16
GT218S,NVIDIA,Tesla 2.0,TSMC,2009-12-01,0.26,28,40,57.0,0.044,12.8,550.0,550.0,4.6,0.5,GDDR3,16
GT200B,NVIDIA,Tesla 2.0,TSMC,2009-03-30,1.4,108,55,470.0,0.4623,51.2,600.0,600.0,3.0,1.0,GDDR3,192
G96C,NVIDIA,Tesla,TSMC,2009-04-09,0.314,40,55,121.0,0.072,25.6,450.0,450.0,2.6,0.5,GDDR3,32
G98S,NVIDIA,Tesla,UMC,2009-05-07,0.21,23,65,86.0,0.0208,11.12,540.0,540.0,2.4,0.25,GDDR3,8
G98S,NVIDIA,Tesla,UMC,2009-01-20,0.21,40,65,86.0,0.0224,11.2,550.0,550.0,2.4,0.25,GDDR3,8
GT200B,NVIDIA,Tesla 2.0,TSMC,2009-04-09,1.4,188,55,470.0,0.6221,102.4,610.0,610.0,3.0,1.0,GDDR3,240
GT200B,NVIDIA,Tesla 2.0,TSMC,2009-04-09,1.4,188,55,470.0,0.6221,102.4,610.0,610.0,3.0,4.0,GDDR3,240
Capilano,AMD,TeraScale 2,TSMC,2009-10-28,0.627,30,40,104.0,0.48,25.6,600.0,600.0,6.0,1.0,GDDR3,400
RV620,ATI,TeraScale,TSMC,2009-01-01,0.181,32,55,67.0,0.032,6.4,400.0,400.0,2.7,0.25,DDR3,40
RV620,ATI,TeraScale,TSMC,2009-01-01,0.181,32,55,67.0,0.032,6.4,400.0,400.0,2.7,0.25,DDR3,40
M96,ATI,TeraScale,TSMC,2009-01-09,0.514,35,55,146.0,0.432,25.6,675.0,675.0,3.5,0.5,GDDR3,320
M97,ATI,TeraScale,TSMC,2009-08-04,0.826,60,40,137.0,0.832,54.14,650.0,650.0,6.0,1.0,GDDR5,640
RV730,ATI,TeraScale,TSMC,2009-03-27,0.514,76,55,146.0,0.512,28.8,800.0,800.0,3.5,1.0,GDDR3,320
M86,ATI,TeraScale,TSMC,2009-01-01,0.378,,55,135.0,0.16319999999999998,25.6,680.0,680.0,2.8,0.25,GDDR3,120
RS880,ATI,TeraScale,,2009-11-01,0.181,,55,67.0,0.032,,400.0,400.0,2.7,,System Shared,40
RS880,ATI,TeraScale,,2009-09-10,0.181,,55,67.0,0.04,,500.0,500.0,2.7,,System Shared,40
M92,ATI,TeraScale,TSMC,2009-01-09,0.242,,55,73.0,0.072,9.6,450.0,450.0,3.3,0.5,GDDR3,80
M93,ATI,TeraScale,TSMC,2009-01-09,0.242,,55,73.0,0.072,12.8,450.0,450.0,3.3,0.5,GDDR3,80
M92,ATI,TeraScale,TSMC,2009-01-09,0.242,,55,73.0,0.08,11.2,500.0,500.0,3.3,0.5,GDDR3,80
M92,ATI,TeraScale,TSMC,2009-01-09,0.242,,55,73.0,0.1088,12.8,680.0,680.0,3.3,0.5,GDDR3,80
M96,ATI,TeraScale,TSMC,2009-01-09,0.514,35,55,146.0,0.352,21.34,550.0,550.0,3.5,1.0,GDDR3,320
M96,ATI,TeraScale,TSMC,2009-01-09,0.514,35,55,146.0,0.432,25.6,675.0,675.0,3.5,0.5,GDDR3,320
M96,ATI,TeraScale,TSMC,2009-09-16,0.514,35,55,146.0,0.4352,25.28,680.0,680.0,3.5,0.25,GDDR3,320
M97,ATI,TeraScale,TSMC,2009-03-03,0.826,,40,137.0,0.64,25.6,500.0,500.0,6.0,1.0,GDDR3,640
M98,ATI,TeraScale,TSMC,2009-01-09,0.956,,55,256.0,0.8048,54.4,503.0,503.0,3.7,1.0,GDDR3,800
M98,ATI,TeraScale,TSMC,2009-08-28,0.956,,55,256.0,0.8048,54.4,503.0,503.0,3.7,0.5,GDDR3,800
M98,ATI,TeraScale,TSMC,2009-01-09,0.956,,55,256.0,0.8,89.6,500.0,500.0,3.7,1.0,GDDR5,800
M97,ATI,TeraScale,TSMC,2009-03-03,0.826,,40,137.0,0.832,64.0,650.0,650.0,6.0,1.0,GDDR5,640
M98,ATI,TeraScale,TSMC,2009-01-09,0.956,,55,256.0,0.88,56.83,550.0,550.0,3.7,0.5,GDDR3,800
M98,ATI,TeraScale,TSMC,2009-01-09,0.956,,55,256.0,0.88,89.6,550.0,550.0,3.7,1.0,GDDR5,800
RS780,ATI,TeraScale,,2009-01-01,0.18,,65,85.0,0.028,,350.0,350.0,2.1,,System Shared,40
M96,ATI,TeraScale,TSMC,2009-06-01,0.514,30,55,146.0,0.384,22.4,600.0,600.0,3.5,0.5,GDDR3,320
M96,ATI,TeraScale,TSMC,2009-06-01,0.514,30,55,146.0,0.384,22.4,600.0,600.0,3.5,0.5,GDDR3,320
RS780,ATI,TeraScale,,2009-11-01,0.18,,65,85.0,0.0304,,380.0,380.0,2.1,,System Shared,40
RV610,ATI,TeraScale,TSMC,2009-05-07,0.18,20,65,85.0,0.04152,6.336,519.0,519.0,2.1,0.25,DDR2,40
RV630,ATI,TeraScale,TSMC,2009-09-24,0.39,35,65,153.0,0.1426,12.67,594.0,594.0,2.5,0.5,DDR2,120
RS880,ATI,TeraScale,,2009-08-01,0.181,,55,67.0,0.04,,500.0,500.0,2.7,,System Shared,40
RV620,ATI,TeraScale,TSMC,2009-02-25,0.181,25,55,67.0,0.04752,6.336,594.0,594.0,2.7,0.5,DDR2,40
RV710,ATI,TeraScale,TSMC,2009-12-02,0.242,25,55,73.0,0.096,6.4,600.0,600.0,3.3,0.5,DDR2,80
RV635,ATI,TeraScale,TSMC,2009-11-22,0.378,65,55,135.0,0.191,12.67,796.0,796.0,2.8,1.0,DDR2,120
RV730,ATI,TeraScale,TSMC,2009-07-17,0.514,59,55,146.0,0.48,25.6,750.0,750.0,3.5,1.0,GDDR3,320
RV770,ATI,TeraScale,TSMC,2009-06-08,0.956,110,55,256.0,0.96,57.6,750.0,750.0,3.7,0.5,GDDR5,640
RV740,ATI,TeraScale,TSMC,2009-09-09,0.826,100,40,137.0,0.9344,51.2,730.0,730.0,6.0,0.5,GDDR5,640
RV740,ATI,TeraScale,TSMC,2009-04-28,0.826,80,40,137.0,0.96,51.2,750.0,750.0,6.0,0.5,GDDR5,640
RV770,ATI,TeraScale,TSMC,2009-05-28,0.956,95,55,256.0,0.8,57.6,625.0,625.0,3.7,0.5,GDDR5,640
RV790,ATI,TeraScale,TSMC,2009-09-09,0.959,130,55,282.0,0.896,96.0,700.0,700.0,3.4,0.5,GDDR5,640
RV770,ATI,TeraScale,TSMC,2009-01-06,0.956,150,55,256.0,1.2,108.8,750.0,750.0,3.7,0.5,GDDR5,800
RV790,ATI,TeraScale,TSMC,2009-04-02,0.959,190,55,282.0,1.36,124.8,850.0,850.0,3.4,1.0,GDDR5,800
Juniper,ATI,TeraScale 2,TSMC,2009-10-13,1.04,86,40,166.0,1.008,73.6,700.0,700.0,6.3,1.0,GDDR5,720
Juniper,ATI,TeraScale 2,TSMC,2009-10-13,1.04,108,40,166.0,1.36,76.8,850.0,850.0,6.3,1.0,GDDR5,800
Cypress,ATI,TeraScale 2,TSMC,2009-09-30,2.154,151,40,334.0,2.088,128.0,725.0,725.0,6.4,1.0,GDDR5,1440
Cypress,ATI,TeraScale 2,TSMC,2009-09-23,2.154,188,40,334.0,2.72,153.6,850.0,850.0,6.4,1.0,GDDR5,1600
Hemlock,ATI,TeraScale 2,TSMC,2009-11-18,2.154,294,40,334.0,2.32,128.0,725.0,725.0,6.4,1.0,GDDR5,1600
GT218,NVIDIA,Tesla 2.0,TSMC,2010-01-10,0.26,14,40,57.0,0.0368,11.2,525.0,525.0,4.6,0.5,GDDR3,16
GT218,NVIDIA,Tesla 2.0,TSMC,2010-01-10,0.26,14,40,57.0,0.048960000000000004,10.67,606.0,606.0,4.6,1.0,DDR3,16
GT218S,NVIDIA,Tesla 2.0,TSMC,2011-02-22,0.26,33,40,57.0,0.04486,9.6,589.0,589.0,4.6,1.0,DDR3,16
C89,NVIDIA,Tesla 2.0,,2010-04-01,0.486,23,40,100.0,0.0912,,450.0,450.0,4.9,,System Shared,48
GT216,NVIDIA,Tesla 2.0,TSMC,2010-09-03,0.486,25,40,100.0,0.0528,12.8,475.0,475.0,4.9,1.0,DDR2,24
GT218S,NVIDIA,Tesla 2.0,TSMC,2010-07-12,0.26,25,40,57.0,0.01968,6.4,520.0,520.0,4.6,0.5,DDR2,8
G96C,NVIDIA,Tesla,TSMC,2010-05-19,0.314,50,55,121.0,0.0896,25.6,550.0,550.0,2.6,0.5,GDDR3,32
G96C,NVIDIA,Tesla,TSMC,2010-01-15,0.314,23,55,121.0,0.096,25.6,600.0,600.0,2.6,0.5,GDDR3,32
GT215,NVIDIA,Tesla 2.0,TSMC,2010-02-02,0.727,43,40,144.0,0.1875,25.28,540.0,540.0,5.0,1.0,GDDR3,72
GT216,NVIDIA,Tesla 2.0,TSMC,2010-01-10,0.486,23,40,100.0,0.09504,22.4,450.0,450.0,4.9,1.0,DDR3,48
GT215,NVIDIA,Tesla 2.0,TSMC,2010-02-02,0.727,75,40,144.0,0.2504,25.28,540.0,540.0,5.0,1.0,GDDR3,96
GT216,NVIDIA,Tesla 2.0,TSMC,2010-01-10,0.486,23,40,100.0,0.12140000000000001,25.28,575.0,575.0,4.9,1.0,GDDR3,48
GT216,NVIDIA,Tesla 2.0,TSMC,2010-04-26,0.486,23,40,100.0,0.1056,25.28,500.0,500.0,4.9,0.5,GDDR3,48
GT215,NVIDIA,Tesla 2.0,TSMC,2010-01-07,0.727,28,40,144.0,0.1555,25.28,450.0,450.0,5.0,1.0,GDDR3,72
GT215,NVIDIA,Tesla 2.0,TSMC,2010-02-02,0.727,69,40,144.0,0.25730000000000003,27.2,550.0,550.0,5.0,1.0,GDDR3,96
GT216,NVIDIA,Tesla 2.0,TSMC,2010-09-03,0.486,32,40,100.0,0.1306,10.66,625.0,625.0,4.9,0.5,DDR3,48
GF108,NVIDIA,Fermi,TSMC,2010-09-03,0.585,12,40,116.0,0.096,25.6,500.0,500.0,5.0,1.0,DDR3,48
GF108,NVIDIA,Fermi,TSMC,2010-09-03,0.585,50,40,116.0,0.13440000000000002,28.8,700.0,700.0,5.0,1.0,DDR3,48
GF108,NVIDIA,Fermi,TSMC,2010-09-03,0.585,23,40,116.0,0.192,25.6,500.0,500.0,5.0,1.0,DDR3,96
GF108,NVIDIA,Fermi,TSMC,2010-09-03,0.585,23,40,116.0,0.215,25.6,560.0,560.0,5.0,1.0,DDR3,96
GF108,NVIDIA,Fermi,TSMC,2010-10-11,0.585,49,40,116.0,0.26880000000000004,12.8,700.0,700.0,5.0,0.5,DDR3,96
GF108,NVIDIA,Fermi,TSMC,2010-10-11,0.585,49,40,116.0,0.26880000000000004,25.6,700.0,700.0,5.0,2.0,DDR3,96
GF108,NVIDIA,Fermi,TSMC,2010-10-11,0.585,49,40,116.0,0.26880000000000004,9.6,700.0,700.0,5.0,0.5,DDR3,96
GF106,NVIDIA,Fermi,TSMC,2011-01-15,1.17,35,40,238.0,0.2266,25.6,590.0,590.0,4.9,1.0,DDR3,96
GF106,NVIDIA,Fermi,TSMC,2010-10-11,1.17,65,40,238.0,0.4666,43.2,810.0,810.0,4.9,1.5,DDR3,144
GF106,NVIDIA,Fermi,TSMC,2010-09-03,1.17,35,40,238.0,0.32830000000000004,40.0,570.0,570.0,4.9,1.0,GDDR5,144
GT215,NVIDIA,Tesla 2.0,TSMC,2010-01-07,0.727,28,40,144.0,0.2074,50.56,450.0,450.0,5.0,1.0,GDDR5,96
GT215,NVIDIA,Tesla 2.0,TSMC,2010-01-07,0.727,38,40,144.0,0.254,57.6,550.0,550.0,5.0,1.0,GDDR5,96
GF106,NVIDIA,Fermi,TSMC,2010-09-13,1.17,106,40,238.0,0.6013,57.73,783.0,783.0,4.9,1.0,GDDR5,192
GF106,NVIDIA,Fermi,TSMC,2010-09-13,1.17,106,40,238.0,0.451,57.73,783.0,783.0,4.9,0.5,GDDR5,144
G92B,NVIDIA,Tesla,TSMC,2010-02-16,0.754,219,55,260.0,0.6221,127.0,633.0,633.0,2.9,0.896,GDDR3,240
G92B,NVIDIA,Tesla,TSMC,2010-02-01,0.754,75,55,260.0,0.384,64.0,600.0,600.0,2.9,1.0,GDDR3,128
GF104,NVIDIA,Fermi,TSMC,2010-07-12,1.95,160,40,332.0,0.9072,86.4,675.0,675.0,5.9,0.75,GDDR5,336
GF104,NVIDIA,Fermi,TSMC,2010-10-11,1.95,150,40,332.0,0.8736,108.8,650.0,650.0,5.9,1.0,GDDR5,336
GF104,NVIDIA,Fermi,TSMC,2010-11-15,1.95,150,40,332.0,0.7487999999999999,108.8,650.0,650.0,5.9,1.0,GDDR5,288
GF114,NVIDIA,Fermi 2.0,TSMC,2010-11-15,1.95,150,40,332.0,0.7487999999999999,81.6,650.0,650.0,5.9,0.75,GDDR5,288
GF106,NVIDIA,Fermi,TSMC,2010-09-03,1.17,50,40,238.0,0.5184,60.0,675.0,675.0,4.9,1.5,GDDR5,192
GF100,NVIDIA,Fermi,TSMC,2010-05-31,3.1,200,40,529.0,0.8553999999999999,102.7,608.0,608.0,5.9,1.0,GDDR5,352
GF100,NVIDIA,Fermi,TSMC,2010-03-26,3.1,215,40,529.0,1.0886,133.9,608.0,608.0,5.9,1.25,GDDR5,448
GF104,NVIDIA,Fermi,TSMC,2010-09-03,1.95,75,40,332.0,0.6163,72.0,535.0,535.0,5.9,1.5,GDDR5,288
GF100,NVIDIA,Fermi,TSMC,2010-03-26,3.1,250,40,529.0,1.345,177.4,701.0,701.0,5.9,1.5,GDDR5,480
GF100,NVIDIA,Fermi,TSMC,2010-05-25,3.1,100,40,529.0,0.5983999999999999,76.8,425.0,425.0,5.9,2.0,GDDR5,352
GF110,NVIDIA,Fermi 2.0,TSMC,2010-12-07,3.0,219,40,520.0,1.4054,152.0,732.0,732.0,5.8,1.25,GDDR5,480
GF110,NVIDIA,Fermi 2.0,TSMC,2010-12-07,3.0,219,40,520.0,1.4054,152.0,732.0,732.0,5.8,1.25,GDDR5,480
GF110,NVIDIA,Fermi 2.0,TSMC,2010-11-09,3.0,244,40,520.0,1.581,192.4,772.0,772.0,5.8,1.5,GDDR5,512
GT218S,NVIDIA,Tesla 2.0,TSMC,2010-01-07,0.26,11,40,57.0,0.03936,12.64,535.0,535.0,4.6,0.5,GDDR3,16
GT218S,NVIDIA,Tesla 2.0,TSMC,2010-01-07,0.26,14,40,57.0,0.046979999999999994,12.64,606.0,606.0,4.6,0.5,GDDR3,16
GT216,NVIDIA,Tesla 2.0,TSMC,2010-01-07,0.486,35,40,100.0,0.1162,25.6,550.0,550.0,4.9,1.0,GDDR3,48
GF106,NVIDIA,Fermi,TSMC,2010-12-24,1.17,62,40,238.0,0.48,41.6,625.0,625.0,4.9,1.0,GDDR5,192
GF100,NVIDIA,Fermi,TSMC,2010-11-02,3.1,142,40,529.0,0.4864,89.86,475.0,475.0,5.9,2.0,GDDR5,256
GF100,NVIDIA,Fermi,TSMC,2010-07-27,3.1,100,40,529.0,0.5184,76.8,405.0,405.0,5.9,2.0,GDDR5,320
GF108,NVIDIA,Fermi,TSMC,2010-12-13,0.585,40,40,116.0,0.24580000000000002,25.6,640.0,640.0,5.0,1.0,DDR3,96
GF100,NVIDIA,Fermi,TSMC,2010-12-10,3.1,204,40,529.0,1.0277,143.4,574.0,574.0,5.9,6.0,GDDR5,448
GT218S,NVIDIA,Tesla 2.0,TSMC,2010-01-07,0.26,25,40,57.0,0.046979999999999994,12.64,606.0,606.0,4.6,0.5,GDDR3,16
GT216,NVIDIA,Tesla 2.0,TSMC,2010-01-07,0.486,35,40,100.0,0.1162,25.28,550.0,550.0,4.9,1.0,GDDR3,48
Tegra 2,NVIDIA,VLIW Vec4,TSMC,2010-06-03,,20,40,,,2.664,300.0,400.0,,0.25,DDR2,
Seymour,AMD,TeraScale 2,TSMC,2010-10-19,0.37,20,40,67.0,0.24,14.4,750.0,750.0,5.5,1.0,GDDR3,160
RV711,AMD,TeraScale,TSMC,2010-05-04,0.242,35,55,73.0,0.08,51.2,500.0,500.0,3.3,0.5,GDDR3,80
RV711,AMD,TeraScale,TSMC,2010-05-04,0.242,35,55,73.0,0.08,51.2,500.0,500.0,3.3,0.5,GDDR3,80
Cypress,AMD,TeraScale 2,TSMC,2010-06-01,2.154,150,40,334.0,2.016,128.0,700.0,700.0,6.4,2.0,GDDR5,1440
Cypress,AMD,TeraScale 2,TSMC,2010-06-23,2.154,225,40,334.0,2.64,147.2,825.0,825.0,6.4,4.0,GDDR5,1600
Loveland,AMD,TeraScale 2,TSMC,2012-10-09,0.45,7,40,75.0,0.04416,,276.0,276.0,6.0,,System Shared,80
Loveland,AMD,TeraScale 2,TSMC,2010-11-09,0.45,18,40,75.0,0.04416,,276.0,276.0,6.0,,System Shared,80
Robson,AMD,TeraScale 2,TSMC,2010-11-26,0.292,7,40,59.0,0.08,12.8,500.0,500.0,4.9,1.0,GDDR3,80
Robson,AMD,TeraScale 2,TSMC,2010-11-26,0.292,7,40,59.0,0.08,12.8,500.0,500.0,4.9,1.0,GDDR3,80
Robson,AMD,TeraScale 2,TSMC,2010-11-26,0.292,11,40,59.0,0.12,12.8,750.0,750.0,4.9,1.0,GDDR3,80
Capilano,AMD,TeraScale 2,TSMC,2010-11-26,0.627,26,40,104.0,0.36,28.8,450.0,450.0,6.0,1.0,DDR3,400
Lexington,AMD,TeraScale 2,TSMC,2010-11-26,2.154,26,40,334.0,0.52,28.8,650.0,650.0,6.4,1.0,DDR3,400
Whistler,AMD,TeraScale 2,TSMC,2011-04-25,0.716,30,40,118.0,0.576,25.6,600.0,600.0,6.1,1.0,GDDR3,480
Barts,AMD,TeraScale 2,TSMC,2010-10-21,1.7,127,40,255.0,1.488,128.0,775.0,775.0,6.7,1.0,GDDR5,960
Barts,AMD,TeraScale 2,TSMC,2010-10-21,1.7,151,40,255.0,2.016,134.4,900.0,900.0,6.7,1.0,GDDR5,1120
Cayman,AMD,TeraScale 3,TSMC,2010-12-14,2.64,200,40,389.0,2.253,160.0,800.0,800.0,6.8,2.0,GDDR5,1408
Cayman,AMD,TeraScale 3,TSMC,2010-12-14,2.64,250,40,389.0,2.703,176.0,880.0,880.0,6.8,2.0,GDDR5,1536
Knights Ferry,Intel,Knights,Intel,2010-05-31,2.3,300,45,684.0,1.2288,153.6,1200.0,1200.0,3.4,2.0,GDDR5,512
Cloverview,Intel,PowerVR SGX545,Intel,2010-05-04,,,32,,,,533.0,533.0,,,System Shared,
Lincroft,Intel,PowerVR SGX535,Intel,2010-05-04,0.14,,45,62.0,0.0256,,400.0,400.0,2.3,,System Shared,32
Ironlake,Intel,Generation 5.75,Intel,2010-01-10,0.177,35,45,114.0,0.1023,,533.0,533.0,1.6,,System Shared,96
Ironlake,Intel,Generation 5.75,Intel,2010-01-10,0.177,35,45,114.0,0.096,,133.0,500.0,1.6,,System Shared,96
Cedar,ATI,TeraScale 2,TSMC,2010-04-01,0.292,17,40,59.0,0.08,32.0,500.0,500.0,4.9,0.5,DDR3,80
Madison,ATI,TeraScale 2,TSMC,2010-03-01,0.627,26,40,104.0,0.52,51.2,650.0,650.0,6.0,1.0,GDDR5,400
Broadway,ATI,TeraScale 2,TSMC,2010-05-01,1.04,50,40,166.0,1.12,64.0,700.0,700.0,6.3,1.0,GDDR5,800
Redwood,ATI,TeraScale 2,TSMC,2010-04-26,0.627,43,40,104.0,0.52,14.4,650.0,650.0,6.0,0.5,DDR3,400
Redwood,ATI,TeraScale 2,TSMC,2010-04-26,0.627,69,40,104.0,0.62,57.6,775.0,775.0,6.0,1.0,GDDR5,400
Juniper,ATI,TeraScale 2,TSMC,2010-04-26,1.04,74,40,166.0,1.104,64.0,690.0,690.0,6.3,1.0,GDDR5,800
Juniper,ATI,TeraScale 2,TSMC,2010-04-26,1.04,74,40,166.0,1.104,64.0,690.0,690.0,6.3,1.0,GDDR5,800
Cypress,ATI,TeraScale 2,TSMC,2010-04-26,2.154,150,40,334.0,2.016,128.0,700.0,700.0,6.4,2.0,GDDR5,1440
Cypress,ATI,TeraScale 2,TSMC,2010-04-07,2.154,208,40,334.0,2.64,147.2,825.0,825.0,6.4,2.0,GDDR5,1600
Cypress,ATI,TeraScale 2,TSMC,2010-09-09,2.154,250,40,334.0,2.72,147.2,850.0,850.0,6.4,4.0,GDDR5,1600
Cypress,ATI,TeraScale 2,TSMC,2010-09-09,2.154,225,40,334.0,2.72,147.2,850.0,850.0,6.4,4.0,GDDR5,1600
RS880,ATI,TeraScale,,2010-05-01,0.181,9,55,67.0,0.0304,,380.0,380.0,2.7,,System Shared,40
RS880,ATI,TeraScale,,2010-05-01,0.181,,55,67.0,0.0448,,500.0,560.0,2.7,,System Shared,40
RS880,ATI,TeraScale,,2010-05-01,0.181,,55,67.0,0.047200000000000006,,590.0,590.0,2.7,,System Shared,40
M93,ATI,TeraScale,TSMC,2010-01-01,0.242,,55,73.0,0.088,11.2,550.0,550.0,3.3,0.5,GDDR3,80
M92,ATI,TeraScale,TSMC,2010-01-07,0.242,15,55,73.0,0.1152,14.4,720.0,720.0,3.3,0.5,GDDR3,80
M96,ATI,TeraScale,TSMC,2010-01-07,0.514,35,55,146.0,0.384,25.6,600.0,600.0,3.5,1.0,GDDR3,320
M93,ATI,TeraScale,TSMC,2010-05-05,0.242,10,55,73.0,0.072,9.6,450.0,450.0,3.3,0.5,GDDR3,80
M93,ATI,TeraScale,TSMC,2010-05-05,0.242,15,55,73.0,0.088,12.8,550.0,550.0,3.3,0.5,GDDR3,80
Park,ATI,TeraScale 2,TSMC,2010-01-07,0.292,7,40,59.0,0.08,12.8,500.0,500.0,4.9,1.0,GDDR3,80
Park,ATI,TeraScale 2,TSMC,2010-01-07,0.292,11,40,59.0,0.108,12.8,675.0,675.0,4.9,1.0,GDDR3,80
M92,ATI,TeraScale,TSMC,2010-05-05,0.242,15,55,73.0,0.1152,12.8,720.0,720.0,3.3,0.5,GDDR3,80
Park,ATI,TeraScale 2,TSMC,2010-01-07,0.292,15,40,59.0,0.12,25.6,750.0,750.0,4.9,0.5,GDDR5,80
M96,ATI,TeraScale,TSMC,2010-05-05,0.514,10,55,146.0,0.288,19.2,450.0,450.0,3.5,1.0,GDDR3,320
M96,ATI,TeraScale,TSMC,2010-05-05,0.514,15,55,146.0,0.352,22.4,550.0,550.0,3.5,1.0,GDDR3,320
Madison,ATI,TeraScale 2,TSMC,2010-01-07,0.627,15,40,104.0,0.36,25.6,450.0,450.0,6.0,1.0,GDDR3,400
M96,ATI,TeraScale,TSMC,2010-05-05,0.514,20,55,146.0,0.432,25.6,675.0,675.0,3.5,1.0,GDDR3,320
Madison,ATI,TeraScale 2,TSMC,2010-04-22,0.627,15,40,104.0,0.52,25.44,650.0,650.0,6.0,0.5,GDDR3,400
Madison,ATI,TeraScale 2,TSMC,2010-01-07,0.627,26,40,104.0,0.52,25.6,650.0,650.0,6.0,1.0,GDDR3,400
Madison,ATI,TeraScale 2,TSMC,2010-01-07,0.627,25,40,104.0,0.44,51.2,550.0,550.0,6.0,1.0,GDDR5,400
Madison,ATI,TeraScale 2,TSMC,2010-01-07,0.627,30,40,104.0,0.52,51.2,650.0,650.0,6.0,1.0,GDDR5,400
Broadway,ATI,TeraScale 2,TSMC,2010-01-07,1.04,24,40,166.0,0.8,25.6,500.0,500.0,6.3,1.0,GDDR3,800
Broadway,ATI,TeraScale 2,TSMC,2010-01-07,1.04,30,40,166.0,0.8,64.0,500.0,500.0,6.3,1.0,GDDR5,800
Broadway,ATI,TeraScale 2,TSMC,2010-01-07,1.04,30,40,166.0,1.0048,64.0,628.0,628.0,6.3,1.0,GDDR5,800
Broadway,ATI,TeraScale 2,TSMC,2010-01-07,1.04,50,40,166.0,1.12,64.0,700.0,700.0,6.3,1.0,GDDR5,800
RV620,ATI,TeraScale,TSMC,2010-07-05,0.181,30,55,67.0,0.06368,7.92,796.0,796.0,2.7,0.5,DDR2,40
RS880,ATI,TeraScale,,2010-03-01,0.181,,55,67.0,0.0448,,560.0,560.0,2.7,,System Shared,40
RS880,ATI,TeraScale,,2010-03-01,0.181,,55,67.0,0.04,,500.0,500.0,2.7,,System Shared,40
